Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg),Way X (in),Way Y (in),Way Velocity (in/s),Way Orientation (deg),Way Turn Radius (in)
696.2985530302634,1,269.63091944630037,229.70357173959133,696.2985530302634,90,,,,,
697.2985530302634,1,268.6709801580212,229.98377981017128,697.2985530302634,90,,,,,
698.2985530302634,1,267.7110408697421,230.26398788075124,698.2985530302634,90,,,,,
699.2985530302634,1,266.75110158146293,230.5441959513312,699.2985530302634,90,,,,,
700.2985530302634,1,265.7911622931838,230.82440402191116,700.2985530302634,90,,,,,
701.2985530302634,1,264.83122300490464,231.10461209249112,701.2985530302634,90,,,,,
702.2985530302634,1,263.8712837166255,231.38482016307108,702.2985530302634,90,,,,,
703.2985530302634,1,262.91134442834635,231.66502823365104,703.2985530302634,90,,,,,
704.2985530302634,1,261.9514051400672,231.945236304231,704.2985530302634,90,,,,,
705.2985530302634,1,260.99146585178806,232.22544437481096,705.2985530302634,90,,,,,
706.2985530302634,1,260.0315265635089,232.50565244539092,706.2985530302634,90,,,,,
707.2985530302634,1,259.0715872752298,232.78586051597088,707.2985530302634,90,,,,,
708.2985530302634,1,258.11164798695063,233.06606858655084,708.2985530302634,90,,,,,
709.2985530302634,1,257.1517086986715,233.3462766571308,709.2985530302634,90,,,,,
710.2985530302634,1,256.19176941039234,233.62648472771076,710.2985530302634,90,,,,,
711.2985530302634,1,255.2318301221132,233.90669279829072,711.2985530302634,90,,,,,
712.3006725160134,1,254.2803024998887,234.2210789428065,712.3006725160134,90,,,,,
713.3002559014269,1,253.29895684072542,234.41115167003545,713.3002559014269,90,,,,,
714.2998392868404,1,252.3035382125098,234.50230373526819,714.2998392868404,90,,,,,
715.299422672254,1,251.30399250913334,234.49362437719978,715.299422672254,90,,,,,
716.2990060576675,1,250.31030686085825,234.38520031710706,716.2990060576675,90,,,,,
717.298589443081,1,249.33240984621332,234.17811489235822,717.298589443081,90,,,,,
718.2981728284946,1,248.38007228891914,233.87443723206405,718.2981728284946,90,,,,,
719.2977562139081,1,247.46280963104718,233.47720158302366,719.2977562139081,90,,,,,
720.2977562139081,1,246.65205063763315,232.89182148889824,720.2977562139081,90,,,,,
721.2977562139081,1,245.84129164421913,232.30644139477283,721.2977562139081,90,,,,,
722.2977562139081,1,245.0305326508051,231.72106130064742,722.2977562139081,90,,,,,
723.2977562139081,1,244.21977365739107,231.135681206522,723.2977562139081,90,,,,,
724.2977562139081,1,243.40901466397705,230.5503011123966,724.2977562139081,90,,,,,
725.2977562139081,1,242.59825567056302,229.96492101827118,725.2977562139081,90,,,,,
726.2977562139081,1,241.787496677149,229.37954092414577,726.2977562139081,90,,,,,
727.2977562139081,1,240.97673768373497,228.79416083002036,727.2977562139081,90,,,,,
728.2977562139081,1,240.16597869032094,228.20878073589495,728.2977562139081,90,,,,,
729.2977562139081,1,239.35521969690691,227.62340064176954,729.2977562139081,90,,,,,
730.2977562139081,1,238.5444607034929,227.03802054764412,730.2977562139081,90,,,,,
731.2977562139081,1,237.73370171007886,226.4526404535187,731.2977562139081,90,,,,,
732.2977562139081,1,236.92294271666483,225.8672603593933,732.2977562139081,90,,,,,
733.2977562139081,1,236.1121837232508,225.2818802652679,733.2977562139081,90,,,,,
734.2977562139081,1,235.30142472983678,224.69650017114247,734.2977562139081,90,,,,,
735.2977562139081,1,234.49066573642276,224.11112007701706,735.2977562139081,90,,,,,
736.2977562139081,1,233.67990674300873,223.52573998289165,736.2977562139081,90,,,,,
737.2977562139081,1,232.8691477495947,222.94035988876624,737.2977562139081,90,,,,,
738.2977562139081,1,232.05838875618068,222.35497979464083,738.2977562139081,90,,,,,
739.3170257116199,1,231.1874154137766,221.8255312647655,739.3170257116199,90,,,,,
740.3124025077803,1,230.64036576091738,220.99395947373276,740.3124025077803,90,,,,,
741.3077793039408,1,230.3955132715002,220.0291681881373,741.3077793039408,90,,,,,
742.3031561001013,1,230.47981280296494,219.03736752503534,742.3031561001013,90,,,,,
743.3031561001013,1,231.23497919926584,218.38183437263348,743.3031561001013,90,,,,,
744.3031561001013,1,231.99014559556673,217.72630122023162,744.3031561001013,90,,,,,
745.3031561001013,1,232.74531199186762,217.07076806782976,745.3031561001013,90,,,,,
746.3031561001013,1,233.50047838816852,216.4152349154279,746.3031561001013,90,,,,,
747.3031561001013,1,234.2556447844694,215.75970176302604,747.3031561001013,90,,,,,
748.3031561001013,1,235.0108111807703,215.10416861062419,748.3031561001013,90,,,,,
749.3031561001013,1,235.7659775770712,214.44863545822233,749.3031561001013,90,,,,,
750.3031561001013,1,236.5211439733721,213.79310230582047,750.3031561001013,90,,,,,
751.3031561001013,1,237.27631036967298,213.1375691534186,751.3031561001013,90,,,,,
752.3031561001013,1,238.03147676597388,212.48203600101675,752.3031561001013,90,,,,,
753.3031561001013,1,238.78664316227477,211.8265028486149,753.3031561001013,90,,,,,
754.3031561001013,1,239.54180955857566,211.17096969621304,754.3031561001013,90,,,,,
755.3031561001013,1,240.29697595487656,210.51543654381118,755.3031561001013,90,,,,,
756.3031561001013,1,241.05214235117745,209.85990339140932,756.3031561001013,90,,,,,
757.3031561001013,1,241.80730874747834,209.20437023900746,757.3031561001013,90,,,,,
758.3031561001013,1,242.56247514377924,208.5488370866056,758.3031561001013,90,,,,,
759.3031561001013,1,243.31764154008013,207.89330393420374,759.3031561001013,90,,,,,
760.3031561001013,1,244.07280793638103,207.23777078180188,760.3031561001013,90,,,,,
761.3031561001013,1,244.82797433268192,206.58223762940003,761.3031561001013,90,,,,,
762.3031561001013,1,245.5831407289828,205.92670447699817,762.3031561001013,90,,,,,
763.3031561001013,1,246.3383071252837,205.2711713245963,763.3031561001013,90,,,,,
764.3031561001013,1,247.0934735215846,204.61563817219445,764.3031561001013,90,,,,,
765.3031561001013,1,247.8486399178855,203.9601050197926,765.3031561001013,90,,,,,
766.3031561001013,1,248.6038063141864,203.30457186739073,766.3031561001013,90,,,,,
767.3031561001013,1,249.35897271048728,202.64903871498888,767.3031561001013,90,,,,,
768.3031561001013,1,250.11413910678817,201.99350556258702,768.3031561001013,90,,,,,
769.3031561001013,1,250.86930550308907,201.33797241018516,769.3031561001013,90,,,,,
770.3031561001013,1,251.62447189938996,200.6824392577833,770.3031561001013,90,,,,,
771.3031561001013,1,252.37963829569085,200.02690610538144,771.3031561001013,90,,,,,
772.3031561001013,1,253.13480469199175,199.37137295297958,772.3031561001013,90,,,,,
773.3031561001013,1,253.88997108829264,198.71583980057773,773.3031561001013,90,,,,,
774.3031561001013,1,254.64513748459353,198.06030664817587,774.3031561001013,90,,,,,
775.3031561001013,1,255.40030388089443,197.404773495774,775.3031561001013,90,,,,,
776.3031561001013,1,256.1554702771953,196.74924034337215,776.3031561001013,90,,,,,
777.3547033794592,1,256.3994074297408,195.72637850209884,777.3547033794592,90,,,,,
778.3500801756197,1,256.838072649534,194.8328754012209,778.3500801756197,90,,,,,
779.3454569717802,1,256.9602429199061,193.84502450590728,779.3454569717802,90,,,,,
780.3408337679407,1,256.75246899135533,192.87157447588552,780.3408337679407,90,,,,,
781.3362105641012,1,256.2376238868891,192.0196886356805,781.3362105641012,90,,,,,
782.3362105641012,1,255.31693187432583,191.62939872035827,782.3362105641012,90,,,,,
783.3362105641012,1,254.39623986176258,191.23910880503604,783.3362105641012,90,,,,,
784.3362105641012,1,253.47554784919933,190.8488188897138,784.3362105641012,90,,,,,
785.3362105641012,1,252.55485583663608,190.45852897439158,785.3362105641012,90,,,,,
786.3362105641012,1,251.63416382407283,190.06823905906936,786.3362105641012,90,,,,,
787.3362105641012,1,250.71347181150958,189.67794914374713,787.3362105641012,90,,,,,
788.3362105641012,1,249.79277979894633,189.2876592284249,788.3362105641012,90,,,,,
789.3362105641012,1,248.87208778638308,188.89736931310267,789.3362105641012,90,,,,,
790.3362105641012,1,247.95139577381983,188.50707939778044,790.3362105641012,90,,,,,
791.3362105641012,1,247.03070376125658,188.11678948245822,791.3362105641012,90,,,,,
792.3362105641012,1,246.11001174869332,187.726499567136,792.3362105641012,90,,,,,
793.3362105641012,1,245.18931973613007,187.33620965181376,793.3362105641012,90,,,,,
794.3362105641012,1,244.26862772356682,186.94591973649153,794.3362105641012,90,,,,,
795.3362105641012,1,243.34793571100357,186.5556298211693,795.3362105641012,90,,,,,
796.3362105641012,1,242.42724369844032,186.16533990584708,796.3362105641012,90,,,,,
797.3362105641012,1,241.50655168587707,185.77504999052485,797.3362105641012,90,,,,,
798.3362105641012,1,240.58585967331382,185.38476007520262,798.3362105641012,90,,,,,
799.3362105641012,1,239.66516766075057,184.9944701598804,799.3362105641012,90,,,,,
800.3362105641012,1,238.74447564818732,184.60418024455817,800.3362105641012,90,,,,,
801.3362105641012,1,237.82378363562407,184.21389032923594,801.3362105641012,90,,,,,
802.3362105641012,1,236.90309162306082,183.8236004139137,802.3362105641012,90,,,,,
803.3362105641012,1,235.98239961049757,183.43331049859148,803.3362105641012,90,,,,,
804.320802138167,1,235.31185706368402,182.71234360570799,804.320802138167,90,,,,,
805.3161789343275,1,234.62865274094992,181.98846045233847,805.3161789343275,90,,,,,
806.311555730488,1,234.21990479931267,181.08088120701495,806.311555730488,90,,,,,
807.3069325266484,1,234.1306107085628,180.08951773598534,807.3069325266484,90,,,,,
808.3023093228089,1,234.3706005075622,179.12350538476463,808.3023093228089,90,,,,,
809.3023093228089,1,235.23354454179602,178.61820587577986,809.3023093228089,90,,,,,
810.3023093228089,1,236.09648857602986,178.1129063667951,810.3023093228089,90,,,,,
811.3023093228089,1,236.9594326102637,177.60760685781034,811.3023093228089,90,,,,,
812.3023093228089,1,237.82237664449752,177.10230734882558,812.3023093228089,90,,,,,
813.3023093228089,1,238.68532067873136,176.5970078398408,813.3023093228089,90,,,,,
814.3023093228089,1,239.5482647129652,176.09170833085605,814.3023093228089,90,,,,,
815.3023093228089,1,240.41120874719903,175.5864088218713,815.3023093228089,90,,,,,
816.3023093228089,1,241.27415278143286,175.08110931288653,816.3023093228089,90,,,,,
817.3023093228089,1,242.1370968156667,174.57580980390176,817.3023093228089,90,,,,,
818.3023093228089,1,243.00004084990053,174.070510294917,818.3023093228089,90,,,,,
819.3023093228089,1,243.86298488413436,173.56521078593224,819.3023093228089,90,,,,,
820.3023093228089,1,244.7259289183682,173.05991127694747,820.3023093228089,90,,,,,
821.3023093228089,1,245.58887295260203,172.5546117679627,821.3023093228089,90,,,,,
822.3815875185643,1,246.0189035239402,171.56470514027117,822.3815875185643,90,,,,,
823.3769643147248,1,246.6409215982159,170.78761538894958,823.3769643147248,90,,,,,
824.3723411108853,1,246.97444225266895,169.84977801531386,824.3723411108853,90,,,,,
825.3677179070457,1,246.982749496723,168.8544358851742,825.3677179070457,90,,,,,
826.3630947032062,1,246.6649288182171,167.91116233913957,826.3630947032062,90,,,,,
827.3584714993667,1,246.05596785848985,167.12379869007847,827.3584714993667,90,,,,,
828.3584714993667,1,245.0708694617897,166.9518069785957,828.3584714993667,90,,,,,
829.3584714993667,1,244.08577106508955,166.77981526711292,829.3584714993667,90,,,,,
830.3584714993667,1,243.1006726683894,166.60782355563015,830.3584714993667,90,,,,,
831.3584714993667,1,242.11557427168924,166.43583184414737,831.3584714993667,90,,,,,
832.3584714993667,1,241.1304758749891,166.2638401326646,832.3584714993667,90,,,,,
833.3584714993667,1,240.14537747828894,166.09184842118182,833.3584714993667,90,,,,,
834.3584714993667,1,239.16027908158878,165.91985670969905,834.3584714993667,90,,,,,
835.3584714993667,1,238.17518068488863,165.74786499821627,835.3584714993667,90,,,,,
836.3584714993667,1,237.19008228818848,165.5758732867335,836.3584714993667,90,,,,,
837.3584714993667,1,236.20498389148833,165.40388157525072,837.3584714993667,90,,,,,
838.3584714993667,1,235.21988549478817,165.23188986376795,838.3584714993667,90,,,,,
839.3584714993667,1,234.23478709808802,165.05989815228517,839.3584714993667,90,,,,,
840.3584714993667,1,233.24968870138787,164.8879064408024,840.3584714993667,90,,,,,
841.434887095318,1,232.39758638372408,164.23018904294898,841.434887095318,90,,,,,
842.4332212617862,1,231.46582597177863,163.87172894381777,842.4332212617862,90,,,,,
843.4315554282546,1,230.62385376148643,163.33530196366706,843.4315554282546,90,,,,,
844.4298895947228,1,229.9052365278749,162.64229375340227,844.4298895947228,90,,,,,
845.4282237611911,1,229.3386232723203,161.82033236345276,845.4282237611911,90,,,,,
846.4265579276594,1,228.94660307727003,160.9021868005867,846.4265579276594,90,,,,,
847.4248920941276,1,228.74480455080956,159.92446063101963,847.4248920941276,90,,,,,
848.4232262605959,1,228.7412727633767,158.92613271173886,848.4232262605959,90,,,,,
849.4215604270642,1,228.93614851619128,157.9470032264802,849.4215604270642,90,,,,,
850.4198945935325,1,229.32166272795456,157.02610697799915,850.4198945935325,90,,,,,
851.4182287600007,1,229.88244616360396,156.20015719366648,851.4182287600007,90,,,,,
852.4182287600007,1,230.73006442323057,155.66955066718236,852.4182287600007,90,,,,,
853.4182287600007,1,231.5776826828572,155.13894414069824,853.4182287600007,90,,,,,
854.4182287600007,1,232.4253009424838,154.60833761421412,854.4182287600007,90,,,,,
855.4182287600007,1,233.27291920211042,154.07773108773,855.4182287600007,90,,,,,
856.4182287600007,1,234.12053746173703,153.54712456124588,856.4182287600007,90,,,,,
857.4182287600007,1,234.96815572136364,153.01651803476176,857.4182287600007,90,,,,,
858.4182287600007,1,235.81577398099026,152.48591150827764,858.4182287600007,90,,,,,
859.4182287600007,1,236.66339224061687,151.95530498179352,859.4182287600007,90,,,,,
860.4182287600007,1,237.5110105002435,151.4246984553094,860.4182287600007,90,,,,,
861.4182287600007,1,238.3586287598701,150.89409192882528,861.4182287600007,90,,,,,
862.4182287600007,1,239.20624701949671,150.36348540234115,862.4182287600007,90,,,,,
863.4182287600007,1,240.05386527912333,149.83287887585703,863.4182287600007,90,,,,,
864.4182287600007,1,240.90148353874994,149.3022723493729,864.4182287600007,90,,,,,
865.4182287600007,1,241.74910179837656,148.7716658228888,865.4182287600007,90,,,,,
866.4182287600007,1,242.59672005800317,148.24105929640467,866.4182287600007,90,,,,,
867.4182287600007,1,243.44433831762979,147.71045276992055,867.4182287600007,90,,,,,
868.4182287600007,1,244.2919565772564,147.17984624343643,868.4182287600007,90,,,,,
869.4182287600007,1,245.139574836883,146.6492397169523,869.4182287600007,90,,,,,
870.4182287600007,1,245.98719309650963,146.1186331904682,870.4182287600007,90,,,,,
871.4182287600007,1,246.83481135613624,145.58802666398407,871.4182287600007,90,,,,,
872.4559655691177,1,247.56602540777604,144.85166826233387,872.4559655691177,90,,,,,
873.4555489545312,1,248.45953949585615,144.40356166921433,873.4555489545312,90,,,,,
874.4551323399448,1,249.39332574744358,144.04689630680696,874.4551323399448,90,,,,,
875.4547157253584,1,250.3580540789811,143.78523585751503,875.4547157253584,90,,,,,
876.4542991107719,1,251.34408524387683,143.6211947460544,876.4542991107719,90,,,,,
877.4538824961854,1,252.34156714466968,143.5564120169861,877.4538824961854,90,,,,,
878.453465881599,1,253.3405332719306,143.59153495792452,878.453465881599,90,,,,,
879.4530492670125,1,254.3310022863303,143.726212632054,879.4530492670125,90,,,,,
880.452632652426,1,255.30307774888243,143.95909938457314,880.452632652426,90,,,,,
881.4522160378395,1,256.2470470028906,144.28786828803285,881.4522160378395,90,,,,,
882.4517994232531,1,257.1534782196035,144.70923439222636,882.4517994232531,90,,,,,
883.4513828086666,1,258.0133146379301,145.21898754632568,883.4513828086666,90,,,,,
884.4513828086666,1,258.72775785690163,145.9186809698088,884.4513828086666,90,,,,,
885.4513828086666,1,259.4422010758732,146.61837439329193,885.4513828086666,90,,,,,
886.4513828086666,1,260.15664429484474,147.31806781677506,886.4513828086666,90,,,,,
887.4513828086666,1,260.8710875138163,148.01776124025818,887.4513828086666,90,,,,,
888.4513828086666,1,261.58553073278784,148.7174546637413,888.4513828086666,90,,,,,
889.4513828086666,1,262.2999739517594,149.41714808722443,889.4513828086666,90,,,,,
890.4513828086666,1,263.01441717073095,150.11684151070756,890.4513828086666,90,,,,,
891.4513828086666,1,263.7288603897025,150.81653493419068,891.4513828086666,90,,,,,
892.4513828086666,1,264.44330360867406,151.5162283576738,892.4513828086666,90,,,,,
893.4513828086666,1,265.1577468276456,152.21592178115694,893.4513828086666,90,,,,,
894.4513828086666,1,265.87219004661716,152.91561520464006,894.4513828086666,90,,,,,
895.4513828086666,1,266.5866332655887,153.6153086281232,895.4513828086666,90,,,,,
896.4513828086666,1,267.30107648456027,154.3150020516063,896.4513828086666,90,,,,,
897.4513828086666,1,268.0155197035318,155.01469547508944,897.4513828086666,90,,,,,
898.4513828086666,1,268.7299629225034,155.71438889857257,898.4513828086666,90,,,,,
899.4513828086666,1,269.44440614147493,156.4140823220557,899.4513828086666,90,,,,,
900.4513828086666,1,270.1588493604465,157.11377574553882,900.4513828086666,90,,,,,
901.4513828086666,1,270.87329257941803,157.81346916902194,901.4513828086666,90,,,,,
902.4513828086666,1,271.5877357983896,158.51316259250507,902.4513828086666,90,,,,,
903.4513828086666,1,272.30217901736114,159.2128560159882,903.4513828086666,90,,,,,
904.4513828086666,1,273.0166222363327,159.91254943947132,904.4513828086666,90,,,,,
905.4513828086666,1,273.73106545530425,160.61224286295445,905.4513828086666,90,,,,,
906.4513828086666,1,274.4455086742758,161.31193628643757,906.4513828086666,90,,,,,
907.4513828086666,1,275.15995189324735,162.0116297099207,907.4513828086666,90,,,,,
908.4513828086666,1,275.8743951122189,162.71132313340382,908.4513828086666,90,,,,,
909.4513828086666,1,276.58883833119046,163.41101655688695,909.4513828086666,90,,,,,
910.4513828086666,1,277.303281550162,164.11070998037007,910.4513828086666,90,,,,,
911.4513828086666,1,278.01772476913357,164.8104034038532,911.4513828086666,90,,,,,
912.4513828086666,1,278.7321679881051,165.51009682733633,912.4513828086666,90,,,,,
913.4513828086666,1,279.44661120707667,166.20979025081945,913.4513828086666,90,,,,,
914.4513828086666,1,280.1610544260482,166.90948367430258,914.4513828086666,90,,,,,
915.4513828086666,1,280.8754976450198,167.6091770977857,915.4513828086666,90,,,,,
916.4513828086666,1,281.58994086399133,168.30887052126883,916.4513828086666,90,,,,,
917.4513828086666,1,282.3043840829629,169.00856394475196,917.4513828086666,90,,,,,
918.4513828086666,1,283.01882730193444,169.70825736823508,918.4513828086666,90,,,,,
919.4513828086666,1,283.733270520906,170.4079507917182,919.4513828086666,90,,,,,
920.4513828086666,1,284.44771373987754,171.10764421520133,920.4513828086666,90,,,,,
920.8909192069858,1,284.86,171.26,920.8909192069858,90,,,,,
